2025-04-19T10:25:15.214Z,Apple Inc,{"price":173.74}
2025-04-19T10:26:12.039Z,Apple Inc,{"price":173.74}
2025-04-19T10:29:32.950Z,Apple Inc,{"price":173.74}
2025-04-19T10:30:23.197Z,Apple Inc,{"price":173.74}
2025-04-19T10:32:55.610Z,Apple Inc,{"price":173.74}
2025-04-19T10:35:12.286Z,Apple Inc,{"price":173.74}
